,WAP013,WAP014,WAP023,WAP024,WAP027,WAP028,WAP029,WAP030,WAP031,WAP032,WAP033,WAP034,WAP035,WAP036,WAP039,WAP040,WAP041,WAP042,WAP043,WAP047,WAP048,WAP051,WAP052,WAP057,WAP058,WAP061,WAP062,WAP069,WAP070,WAP074,WAP077,WAP078,WAP081,WAP084,WAP085,WAP087,WAP098,WAP099,WAP132,WAP142,WAP143,WAP155,WAP156,WAP160,WAP161,WAP162,WAP224,WAP225,WAP248,WAP253,WAP268,WAP294,WAP303,WAP323,WAP360,WAP452,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
324,100,100,100,100,-64,-64,100,100,100,100,-73,-73,-91,100,100,100,100,100,100,100,100,-88,-89,-91,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-67,100,100,100,100,100,100,100,100,100,-83,-7616.89829421054,4864978.910035052,1,0,0,0,0,0,1380189388
325,100,100,100,100,-61,-61,100,100,100,100,-72,-73,100,-89,100,100,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-67,-81,100,100,100,100,100,100,100,100,100,-7616.97829999961,4864975.1918250015,1,0,0,0,0,0,1380189399
326,100,100,100,100,-67,-67,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,-63,-63,-81,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-63,100,100,100,100,100,100,100,100,100,100,-7626.970294948404,4864979.479503192,2,0,0,0,0,0,1380189421
327,100,100,100,100,-64,-65,100,100,100,100,-76,-76,-86,100,100,100,100,100,100,100,100,-87,100,-89,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-56,-71,100,100,100,100,-94,100,100,100,-74,-7621.667416209417,4864976.46914108,1,0,0,0,0,0,1380189438
328,100,100,100,100,-72,-72,100,100,100,100,-69,-67,100,100,100,100,100,100,100,100,100,-72,-72,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-52,-65,100,100,100,100,-82,100,100,100,-76,-7634.155202303148,4864984.067843879,1,0,0,0,0,0,1380189470
329,100,100,100,100,-72,-72,100,100,100,-88,-71,-71,-84,-84,100,100,100,100,100,100,100,-72,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-54,-62,100,100,100,100,-87,100,100,100,-69,-7632.7292540937015,4864987.35152893,1,0,0,0,0,0,1380189489
330,100,100,100,100,-68,-67,100,100,-86,100,-58,-57,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-51,-56,100,100,100,100,-85,100,100,100,-56,-7637.423799999057,4864991.598899995,1,0,0,0,0,0,1380189499
331,100,100,100,100,-68,100,100,100,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-51,-51,100,100,100,100,100,100,100,100,-56,-7637.183464618143,4864993.452573945,1,0,0,0,0,0,1380189513
334,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-88,-81,-83,-81,100,100,-92,100,-55,-54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7312.7029922491,4864807.610823728,1,2,0,0,0,13,1380207547
336,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,-88,-89,100,100,-84,100,100,100,100,-65,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-85,100,-7325.190744341132,4864818.084955301,1,2,0,0,0,13,1380207584
337,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-94,-86,-87,100,100,100,100,100,100,100,-69,-71,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,-7338.20283280169,4864826.27130787,1,2,0,0,0,13,1380207616
340,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,-84,-84,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,100,100,-7383.342698935756,4864841.2822912065,1,2,0,0,0,13,1380207686
341,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-81,-70,-69,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7386.605974067408,4864834.2770498535,1,2,0,0,0,13,1380207710
346,100,100,100,100,-80,-81,100,100,-75,-74,-59,-59,-86,-87,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-67,100,100,100,-91,100,100,100,100,-60,-7636.781983957171,4864993.8495243015,1,0,0,0,0,13,1380208109
347,100,100,100,100,-78,-77,100,100,-80,100,-64,-63,100,100,100,100,100,100,100,100,100,100,-83,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,100,-57,100,100,100,100,-86,100,-84,100,-58,-7636.531330172304,4864993.906844331,1,0,0,0,0,13,1380208128
348,100,100,100,100,-84,100,100,100,-75,-75,-56,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-71,100,100,100,100,-90,100,100,100,-74,-7641.774127200158,4865010.444963702,1,0,0,0,0,13,1380208158
349,100,100,100,100,-79,-79,100,100,-67,-66,-56,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-71,-58,100,100,100,100,100,100,100,100,-76,-7640.716593602393,4865008.04813466,1,0,0,0,0,13,1380208175
350,100,100,100,100,-65,-66,100,100,100,100,-94,-94,-74,-74,100,100,100,100,100,100,100,100,100,-92,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-88,100,100,100,-91,-91,100,100,-89,100,100,100,100,100,100,100,-7595.180759487032,4864982.782890282,1,0,0,0,0,13,1380208236
351,100,100,100,100,-50,-51,100,100,100,100,-79,-80,-62,-67,100,100,100,100,100,100,100,-87,-86,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,-75,-75,-88,100,100,100,100,100,100,100,100,-83,-7602.9328742069865,4864980.720812565,1,0,0,0,0,13,1380208254
352,100,100,100,100,-46,-49,100,100,-93,100,-77,-76,-81,-80,100,100,100,100,100,100,100,-87,100,-65,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,-70,-70,-85,100,100,100,100,100,100,100,100,100,-7602.978780438709,4864980.723437011,1,0,0,0,0,13,1380208275
353,100,100,100,100,-51,-52,100,100,100,100,-92,-89,-70,-67,100,100,100,100,100,100,100,-95,100,-74,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,-74,-75,-88,100,100,100,100,100,100,100,100,100,-7603.134732174788,4864980.569267305,1,0,0,0,0,13,1380208302
354,100,100,100,100,-59,-57,100,100,-82,-82,-66,-70,-83,100,100,100,100,100,100,100,100,-78,-78,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-58,100,100,100,100,100,100,100,100,100,-82,-7617.699243328004,4864977.884873171,1,0,0,0,0,13,1380208320
356,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-49,-48,-77,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,100,100,100,100,100,100,100,100,-80,-81,-60,100,100,100,-90,100,-89,-86,100,100,100,100,100,-7675.643697991419,4864932.92988011,1,0,0,0,0,13,1380208393
357,100,-95,100,-82,100,100,100,100,100,100,100,100,100,100,-54,-56,-76,-77,100,-89,-89,100,100,100,100,100,100,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,-72,-70,-59,100,100,100,-84,100,-85,100,-85,100,-84,100,100,-7676.41943999976,4864934.719339997,1,0,0,0,0,13,1380208421
366,-79,-79,100,100,100,100,-74,-73,100,100,100,100,100,100,100,100,-78,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-84,100,100,100,100,-72,100,-71,100,100,100,100,100,100,-7653.343301445247,4864920.963251493,2,0,0,0,0,9,1380811343
367,-76,-77,100,100,100,100,-68,-68,100,100,100,100,100,100,100,100,-69,-69,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-77,-82,100,100,100,-76,100,-76,100,100,100,100,100,100,-7653.343301445247,4864920.963251494,2,0,0,0,0,15,1380811472
368,-77,-77,-79,-85,100,100,-69,-69,100,100,100,100,100,100,100,100,-69,-69,100,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-77,-82,100,100,100,-68,100,-69,100,100,100,100,100,100,-7653.343301445247,4864920.963251495,2,0,0,0,0,15,1380811477
369,-80,-80,-79,-85,100,100,-64,-64,100,100,100,100,100,100,100,100,-74,-74,100,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,-82,100,100,100,-50,100,-50,100,100,100,100,100,100,-7644.777622354411,4864917.965742318,2,0,0,0,0,15,1380811518
370,-78,-78,-65,-73,100,100,-50,-50,100,100,100,100,100,100,100,100,-75,-75,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-73,100,100,100,100,-65,100,-66,100,100,100,100,100,100,-7645.610077130521,4864918.170997207,2,0,0,0,0,15,1380811578
371,-78,-78,-77,-65,100,100,-65,-65,100,100,100,100,100,100,100,100,-75,-75,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-73,100,100,100,100,-63,100,-60,100,100,100,100,100,100,-7645.732442823272,4864918.3999964185,2,0,0,0,0,15,1380811622
372,-78,-78,-83,-76,100,100,-64,-62,100,100,100,100,100,100,100,100,-67,-67,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,-70,100,100,100,-68,100,-67,100,100,100,100,100,100,-7653.343301445247,4864920.963251497,2,0,0,0,0,15,1380812789
374,-84,-81,100,100,100,100,-72,-72,100,100,100,100,100,100,100,100,-70,-71,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-84,100,100,100,100,-70,100,-69,100,100,100,100,100,100,-7653.343301445247,4864920.963251493,2,0,0,0,0,9,1380871710
375,-81,-81,100,-91,100,100,-72,-72,100,100,100,100,100,100,-92,-90,-61,-61,100,-90,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-80,100,100,100,100,-73,100,-71,100,100,100,100,100,100,-7653.343301445247,4864920.963251497,2,0,0,0,0,9,1380871755
376,-81,-81,100,-87,100,100,-70,-69,100,100,100,100,100,100,-92,-90,-62,-63,100,-90,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,-88,100,100,100,-70,100,-69,100,100,100,100,100,100,-7653.343301445247,4864920.963251493,2,0,0,0,0,9,1380871763
377,-76,-77,100,-87,100,100,-68,-68,100,100,100,100,100,100,100,100,-68,-68,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-69,-87,100,100,100,-70,100,-72,100,100,100,100,100,100,-7652.241956907715,4864922.759256407,2,0,0,0,0,9,1380871855
378,-84,-82,-80,-80,100,100,-67,-64,100,100,100,100,100,100,100,100,-74,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-82,100,100,100,100,-61,100,-60,100,100,100,100,100,100,-7645.660787657504,4864918.206584781,2,0,0,0,0,9,1380871922
380,100,100,100,100,-82,-86,100,100,100,100,-85,-86,100,100,100,100,100,100,100,100,100,-91,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-98,-96,100,-81,-83,100,100,100,100,-91,100,100,100,100,100,-7632.917926715207,4864969.740293643,1,0,0,0,0,2,1380872042
381,100,100,100,100,-82,100,100,100,100,100,-90,-91,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-73,100,100,100,100,100,100,100,-89,100,100,-7633.244284231332,4864965.4733142415,1,0,0,0,0,4,1380872048
382,100,100,100,100,-70,-70,100,100,100,100,-79,-85,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,100,-82,-79,100,-79,100,100,-7632.974395187668,4864965.27158181,1,0,0,0,0,12,1380872049
383,100,-91,-87,100,100,100,100,100,100,100,-86,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,-79,-79,-90,-89,100,100,100,-87,100,100,100,100,-7633.634940480954,4864965.628442814,1,0,0,0,0,4,1380872078
384,100,100,100,100,-87,-86,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,100,100,100,100,-93,-88,100,100,100,100,-7633.1187358818825,4864964.771035291,1,0,0,0,0,20,1380872095
385,100,100,100,100,-54,-55,100,100,100,100,-75,-82,-85,-88,100,100,100,100,100,100,100,-84,-82,-82,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,-87,100,100,100,100,100,100,100,100,100,-7616.302438910324,4864979.773888353,1,0,0,0,0,2,1380872119
386,100,100,100,100,-73,-82,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,-82,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-80,100,-77,-77,100,100,100,100,-80,100,100,-76,100,-81,-7644.84284956768,4864948.671539563,1,0,0,0,0,20,1380872149
387,100,-89,-78,-78,-84,-86,100,100,100,100,-84,100,100,100,-77,-70,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-71,-76,-69,-79,100,-82,100,100,-93,-79,100,100,100,100,-7645.191225015415,4864945.748516987,1,0,0,0,0,20,1380872159
388,100,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,-88,-79,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-72,-88,100,100,100,-84,100,100,-76,100,100,-7636.040199998766,4864966.576299998,2,0,0,0,0,4,1380872162
389,100,100,100,100,-61,-58,100,100,100,100,-64,-61,100,100,100,100,100,100,100,100,100,-67,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-49,-55,-70,100,100,100,100,100,100,100,100,-70,-7618.4867323514645,4864975.570409364,1,0,0,0,0,12,1380872167
390,-58,-56,-59,-60,-84,100,100,100,100,100,-84,100,100,100,-62,-64,-74,-75,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,-54,-58,-59,-69,100,100,-64,100,-66,100,-79,100,100,100,100,-7651.415232315966,4864934.247224995,2,0,0,0,0,20,1380872179
391,100,100,100,100,-56,-55,100,100,100,-88,-77,-78,-86,-86,100,100,100,100,100,100,100,-88,-88,-84,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,-89,100,100,100,100,100,100,100,100,100,-7611.30760181269,4864977.423445488,1,0,0,0,0,2,1380872184
392,100,100,100,100,-74,-76,100,100,-67,-69,-87,-83,-65,-62,100,100,100,100,-85,-87,-84,-59,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,-65,-67,-74,100,100,100,-84,-81,100,-78,100,100,-7632.2586999982595,4864981.123099993,2,0,0,0,0,4,1380872193
393,-66,-64,-69,-69,100,100,-75,-72,100,100,100,100,100,100,-62,-65,-74,-76,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,-64,-57,-59,100,100,100,-60,100,-69,-87,100,100,100,100,100,-7664.313643147163,4864935.941712982,1,0,0,0,0,20,1380872199
394,100,100,100,100,-49,-46,100,100,100,100,-64,-70,-64,-61,100,100,100,100,100,100,100,-67,100,-61,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,-67,-64,-70,100,-79,100,100,100,100,100,100,-70,-7603.774164535382,4864979.602012158,1,0,0,0,0,12,1380872203
395,100,100,100,100,-79,100,100,100,-54,-56,-74,-74,-73,-73,100,100,100,100,100,100,100,-65,-64,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-76,100,100,100,-64,-63,-75,100,100,100,-72,100,100,-70,100,100,-7635.195180851523,4864985.960174609,2,0,0,0,0,4,1380872224
396,-82,-83,-77,-78,100,100,-75,-72,100,100,100,100,100,100,-59,-59,-77,-77,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-64,100,100,100,100,100,100,100,100,-71,-61,-51,100,100,100,-76,100,-75,-87,100,100,100,100,100,-7669.772416157065,4864935.270488356,1,0,0,0,0,20,1380872233
397,100,100,100,100,-61,-61,100,100,100,100,100,100,-79,-79,100,100,100,100,100,100,100,100,100,-65,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-83,100,100,100,100,100,100,100,100,100,-96,-7602.843964095026,4864981.812688282,1,0,0,0,0,2,1380872237
398,100,100,100,100,-84,-82,100,100,-76,-74,100,100,-84,-83,100,100,100,100,-58,100,-91,-60,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-67,100,100,100,-75,-74,100,100,100,100,100,100,100,100,100,100,-7634.0264203256775,4864984.097059408,3,0,0,0,0,20,1380872249
399,100,100,100,100,-61,-61,100,100,100,100,-64,-70,-70,-70,100,100,100,100,100,100,100,100,100,-61,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,-67,-70,100,100,-79,100,-85,100,100,100,100,-85,-7595.945228953598,4864981.477758628,1,0,0,0,0,12,1380872264
400,100,-87,100,100,100,100,100,100,-57,-57,-66,-74,-60,-59,100,100,100,100,-74,100,-86,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-69,-66,100,100,100,-65,100,100,-70,100,100,-7636.438745559319,4864991.856648536,2,0,0,0,0,4,1380872277
401,100,100,100,100,-68,-68,100,100,100,100,100,100,-88,-86,100,100,100,100,100,100,100,100,100,-92,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-96,-96,100,100,100,100,100,100,100,100,100,100,-7593.602364540168,4864984.369722742,1,0,0,0,0,2,1380872279
402,100,100,100,100,100,100,100,100,-80,-73,100,-80,-84,100,100,100,100,100,-55,100,-91,-71,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,100,100,100,-74,-80,-76,100,100,100,-77,100,100,-80,100,100,-7636.857206490324,4864994.495281992,3,0,0,0,0,20,1380872287
403,-82,-83,-87,-85,100,100,-75,-72,100,100,100,100,100,100,-81,-52,-79,-80,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,-82,-78,-64,100,100,100,-80,100,-81,-75,100,100,-76,100,100,-7681.3461881763305,4864931.881645951,1,0,0,0,0,20,1380872293
404,-69,-72,-63,-58,-81,-83,-76,-78,100,100,100,100,100,100,-76,-72,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,-55,-54,-74,-74,-76,-90,-63,100,-57,100,100,100,100,100,100,-7643.130242482538,4864946.650159696,1,0,0,0,0,20,1380872294
406,100,100,100,100,-46,-46,100,100,100,100,100,-85,-82,-76,100,100,100,100,100,100,100,100,100,-82,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,-67,-73,-82,100,-76,100,-85,100,100,100,100,-85,-7586.757339517697,4864985.599166758,1,0,0,0,0,12,1380872303
407,-92,100,-78,-77,100,100,-90,100,100,100,100,100,100,100,-47,-57,-79,-80,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,-72,-71,-63,100,100,100,-83,100,-83,-83,100,100,-76,100,100,-7688.355245821611,4864929.228183641,1,0,0,0,0,20,1380872311
408,100,100,100,100,100,100,100,100,-70,-71,-83,-84,-84,100,100,100,100,100,-56,100,-91,-77,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-84,100,100,100,-74,-80,-76,100,100,100,-81,100,100,-80,100,100,-7642.146887548528,4865017.364684202,3,0,0,0,0,20,1380872320
409,-87,100,100,100,100,100,100,100,-42,-42,-62,-61,-75,-77,100,100,100,100,-64,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-90,100,-59,100,100,100,100,-76,100,100,100,100,-7637.642129593824,4865000.818464627,2,0,0,0,0,4,1380872321
412,-92,100,-78,-77,100,100,-90,100,100,100,100,100,100,100,-71,-61,-81,-83,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,-84,-84,-76,100,100,100,-83,100,-83,-83,100,100,-76,100,100,-7689.599425883263,4864933.84952397,2,0,0,0,0,20,1380872328
413,100,100,100,100,-67,-67,100,100,100,100,100,-85,-70,-70,100,100,100,100,100,100,100,100,100,-82,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,-85,-73,-82,100,-85,100,100,100,100,-82,100,100,-7589.367524770076,4864981.480609561,1,0,0,0,0,12,1380872328
414,100,100,100,100,100,100,100,100,-70,-71,-83,-84,100,100,100,100,100,100,-46,100,100,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-84,100,100,100,100,-93,100,100,100,100,-81,100,100,100,100,100,-7641.268708649845,4865012.993463262,3,0,0,0,0,20,1380872344
415,100,100,100,100,-93,-85,100,100,100,100,-90,-90,100,100,100,100,100,100,100,100,100,-96,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-90,100,-87,-83,100,100,100,100,100,100,100,-91,100,-92,-7634.759267468504,4864966.11017487,1,0,0,0,0,21,1380872350
416,-92,100,-78,-77,100,100,-90,100,100,100,100,100,100,100,-74,-83,-90,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,-84,-84,-84,100,100,100,-83,100,-83,-83,100,100,100,100,100,-7695.931954952317,4864931.4331882065,0,0,0,0,0,20,1380872357
417,100,100,100,100,-87,-87,100,100,-94,100,100,100,-63,-64,100,100,100,100,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-90,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,-7587.86576666683,4864986.520200001,2,0,0,0,0,2,1380872366
